"cnty_fips","display_name","Value","theme_range"
17153,"""Pulaski, (IL)""",45.1,"41.9 - 56.9 (624)"
17157,"""Randolph, (IL)""",37.8,"35.8 - 38.2 (613)"
17165,"""Saline, (IL)""",38.1,"35.8 - 38.2 (613)"
17181,"""Union, (IL)""",37.7,"35.8 - 38.2 (613)"
17189,"""Washington, (IL)""",35.8,"35.8 - 38.2 (613)"
17193,"""White, (IL)""",37.9,"35.8 - 38.2 (613)"
17199,"""Williamson, (IL)""",36.2,"35.8 - 38.2 (613)"
18051,"""Gibson, (IN)""",36.4,"35.8 - 38.2 (613)"
18129,"""Posey, (IN)""",37.3,"35.8 - 38.2 (613)"
18163,"""Vanderburgh, (IN)""",36.9,"35.8 - 38.2 (613)"
18173,"""Warrick, (IN)""",36.4,"35.8 - 38.2 (613)"
21007,"""Ballard, (KY)""",45.2,"41.9 - 56.9 (624)"
21033,"""Caldwell, (KY)""",44.5,"41.9 - 56.9 (624)"
21035,"""Calloway, (KY)""",36.3,"35.8 - 38.2 (613)"
21039,"""Carlisle, (KY)""",45,"41.9 - 56.9 (624)"
21047,"""Christian, (KY)""",35.7,"32.8 - 35.7 (637)"
21055,"""Crittenden, (KY)""",45.2,"41.9 - 56.9 (624)"
21075,"""Fulton, (KY)""",47.9,"41.9 - 56.9 (624)"
21083,"""Graves, (KY)""",42.8,"41.9 - 56.9 (624)"
21101,"""Henderson, (KY)""",42.5,"41.9 - 56.9 (624)"
21105,"""Hickman, (KY)""",50,"41.9 - 56.9 (624)"
21107,"""Hopkins, (KY)""",43.9,"41.9 - 56.9 (624)"
21139,"""Livingston, (KY)""",46,"41.9 - 56.9 (624)"
21143,"""Lyon, (KY)""",46.4,"41.9 - 56.9 (624)"
21145,"""McCracken, (KY)""",41.4,"38.3 - 41.8 (622)"
21149,"""McLean, (KY)""",45.2,"41.9 - 56.9 (624)"
21157,"""Marshall, (KY)""",44.3,"41.9 - 56.9 (624)"
21219,"""Todd, (KY)""",44.3,"41.9 - 56.9 (624)"
21221,"""Trigg, (KY)""",47.2,"41.9 - 56.9 (624)"
21225,"""Union, (KY)""",41.7,"38.3 - 41.8 (622)"
21233,"""Webster, (KY)""",44.8,"41.9 - 56.9 (624)"
22013,"""Bienville, (LA)""",47.3,"41.9 - 56.9 (624)"
22015,"""Bossier, (LA)""",37.4,"35.8 - 38.2 (613)"
22027,"""Claiborne, (LA)""",48.1,"41.9 - 56.9 (624)"
22035,"""East Carroll, (LA)""",51.9,"41.9 - 56.9 (624)"
22041,"""Franklin, (LA)""",45,"41.9 - 56.9 (624)"
22049,"""Jackson, (LA)""",45,"41.9 - 56.9 (624)"
22061,"""Lincoln, (LA)""",35.2,"32.8 - 35.7 (637)"
22065,"""Madison, (LA)""",47.4,"41.9 - 56.9 (624)"
22067,"""Morehouse, (LA)""",48.3,"41.9 - 56.9 (624)"
22073,"""Ouachita, (LA)""",44.8,"41.9 - 56.9 (624)"
22083,"""Richland, (LA)""",45.9,"41.9 - 56.9 (624)"
22111,"""Union, (LA)""",44.7,"41.9 - 56.9 (624)"
22119,"""Webster, (LA)""",45.8,"41.9 - 56.9 (624)"
22123,"""West Carroll, (LA)""",43.5,"41.9 - 56.9 (624)"
28003,"""Alcorn, (MS)""",41.8,"38.3 - 41.8 (622)"
28007,"""Attala, (MS)""",46.1,"41.9 - 56.9 (624)"
28009,"""Benton, (MS)""",46.3,"41.9 - 56.9 (624)"
28011,"""Bolivar, (MS)""",47.6,"41.9 - 56.9 (624)"
28013,"""Calhoun, (MS)""",45.2,"41.9 - 56.9 (624)"
28015,"""Carroll, (MS)""",46.2,"41.9 - 56.9 (624)"
28017,"""Chickasaw, (MS)""",47.4,"41.9 - 56.9 (624)"
28019,"""Choctaw, (MS)""",45.9,"41.9 - 56.9 (624)"
28025,"""Clay, (MS)""",48.2,"41.9 - 56.9 (624)"
28027,"""Coahoma, (MS)""",50.5,"41.9 - 56.9 (624)"
28033,"""DeSoto, (MS)""",35.4,"32.8 - 35.7 (637)"
28043,"""Grenada, (MS)""",44.7,"41.9 - 56.9 (624)"
28049,"""Hinds, (MS)""",42.9,"41.9 - 56.9 (624)"
28051,"""Holmes, (MS)""",52.1,"41.9 - 56.9 (624)"
28053,"""Humphreys, (MS)""",53.4,"41.9 - 56.9 (624)"
28055,"""Issaquena, (MS)""",50.6,"41.9 - 56.9 (624)"
28057,"""Itawamba, (MS)""",39,"38.3 - 41.8 (622)"
28069,"""Kemper, (MS)""",50.6,"41.9 - 56.9 (624)"
28071,"""Lafayette, (MS)""",31.6,"18.7 - 32.7 (646)"
28075,"""Lauderdale, (MS)""",42.2,"41.9 - 56.9 (624)"
28079,"""Leake, (MS)""",45.7,"41.9 - 56.9 (624)"
28081,"""Lee, (MS)""",39.5,"38.3 - 41.8 (622)"
28083,"""Leflore, (MS)""",48.2,"41.9 - 56.9 (624)"
28087,"""Lowndes, (MS)""",42.3,"41.9 - 56.9 (624)"
28089,"""Madison, (MS)""",36.1,"35.8 - 38.2 (613)"
28093,"""Marshall, (MS)""",44.8,"41.9 - 56.9 (624)"
28095,"""Monroe, (MS)""",44,"41.9 - 56.9 (624)"
28097,"""Montgomery, (MS)""",48.6,"41.9 - 56.9 (624)"
28099,"""Neshoba, (MS)""",44.2,"41.9 - 56.9 (624)"
28101,"""Newton, (MS)""",43.4,"41.9 - 56.9 (624)"
28103,"""Noxubee, (MS)""",50.1,"41.9 - 56.9 (624)"
28105,"""Oktibbeha, (MS)""",31.7,"18.7 - 32.7 (646)"
28107,"""Panola, (MS)""",43.8,"41.9 - 56.9 (624)"
28115,"""Pontotoc, (MS)""",39.5,"38.3 - 41.8 (622)"
28117,"""Prentiss, (MS)""",42.9,"41.9 - 56.9 (624)"
28119,"""Quitman, (MS)""",52.3,"41.9 - 56.9 (624)"
28121,"""Rankin, (MS)""",37.2,"35.8 - 38.2 (613)"
28123,"""Scott, (MS)""",45.6,"41.9 - 56.9 (624)"
28125,"""Sharkey, (MS)""",53.1,"41.9 - 56.9 (624)"
28133,"""Sunflower, (MS)""",49.4,"41.9 - 56.9 (624)"
28135,"""Tallahatchie, (MS)""",45.5,"41.9 - 56.9 (624)"
28137,"""Tate, (MS)""",40.2,"38.3 - 41.8 (622)"
28139,"""Tippah, (MS)""",41.5,"38.3 - 41.8 (622)"
28141,"""Tishomingo, (MS)""",42.2,"41.9 - 56.9 (624)"
28143,"""Tunica, (MS)""",46.8,"41.9 - 56.9 (624)"
28145,"""Union, (MS)""",40.4,"38.3 - 41.8 (622)"
28149,"""Warren, (MS)""",45.8,"41.9 - 56.9 (624)"
28151,"""Washington, (MS)""",49.2,"41.9 - 56.9 (624)"
28155,"""Webster, (MS)""",43.6,"41.9 - 56.9 (624)"
28159,"""Winston, (MS)""",49.8,"41.9 - 56.9 (624)"
28161,"""Yalobusha, (MS)""",46.9,"41.9 - 56.9 (624)"
28163,"""Yazoo, (MS)""",46,"41.9 - 56.9 (624)"
29015,"""Benton, (MO)""",44,"41.9 - 56.9 (624)"
29017,"""Bollinger, (MO)""",39.7,"38.3 - 41.8 (622)"
29023,"""Butler, (MO)""",38.5,"38.3 - 41.8 (622)"
29029,"""Camden, (MO)""",40,"38.3 - 41.8 (622)"
29031,"""Cape Girardeau, (MO)""",33.7,"32.8 - 35.7 (637)"
29035,"""Carter, (MO)""",37.8,"35.8 - 38.2 (613)"
29043,"""Christian, (MO)""",31.8,"18.7 - 32.7 (646)"
29055,"""Crawford, (MO)""",39.1,"38.3 - 41.8 (622)"
29059,"""Dallas, (MO)""",38.1,"35.8 - 38.2 (613)"
29065,"""Dent, (MO)""",40.4,"38.3 - 41.8 (622)"
29067,"""Douglas, (MO)""",42.4,"41.9 - 56.9 (624)"
29069,"""Dunklin, (MO)""",43.1,"41.9 - 56.9 (624)"
29077,"""Greene, (MO)""",30.6,"18.7 - 32.7 (646)"
29085,"""Hickory, (MO)""",46.4,"41.9 - 56.9 (624)"
29091,"""Howell, (MO)""",38.6,"38.3 - 41.8 (622)"
29093,"""Iron, (MO)""",39.9,"38.3 - 41.8 (622)"
29099,"""Jefferson, (MO)""",33.1,"32.8 - 35.7 (637)"
29105,"""Laclede, (MO)""",36.7,"35.8 - 38.2 (613)"
29123,"""Madison, (MO)""",38.1,"35.8 - 38.2 (613)"
29125,"""Maries, (MO)""",38.4,"38.3 - 41.8 (622)"
29131,"""Miller, (MO)""",35.6,"32.8 - 35.7 (637)"
29133,"""Mississippi, (MO)""",42.8,"41.9 - 56.9 (624)"
29143,"""New Madrid, (MO)""",41.3,"38.3 - 41.8 (622)"
29149,"""Oregon, (MO)""",40.4,"38.3 - 41.8 (622)"
29153,"""Ozark, (MO)""",44.1,"41.9 - 56.9 (624)"
29155,"""Pemiscot, (MO)""",41.6,"38.3 - 41.8 (622)"
29157,"""Perry, (MO)""",34.8,"32.8 - 35.7 (637)"
29161,"""Phelps, (MO)""",31.1,"18.7 - 32.7 (646)"
29167,"""Polk, (MO)""",34,"32.8 - 35.7 (637)"
29169,"""Pulaski, (MO)""",25.4,"18.7 - 32.7 (646)"
29179,"""Reynolds, (MO)""",41,"38.3 - 41.8 (622)"
29181,"""Ripley, (MO)""",39.8,"38.3 - 41.8 (622)"
29186,"""Ste. Genevieve, (MO)""",36.2,"35.8 - 38.2 (613)"
29187,"""St. Francois, (MO)""",34.6,"32.8 - 35.7 (637)"
29201,"""Scott, (MO)""",37.9,"35.8 - 38.2 (613)"
29203,"""Shannon, (MO)""",41.6,"38.3 - 41.8 (622)"
29207,"""Stoddard, (MO)""",37.8,"35.8 - 38.2 (613)"
29209,"""Stone, (MO)""",41.7,"38.3 - 41.8 (622)"
29213,"""Taney, (MO)""",36.1,"35.8 - 38.2 (613)"
29215,"""Texas, (MO)""",40.7,"38.3 - 41.8 (622)"
29221,"""Washington, (MO)""",37.4,"35.8 - 38.2 (613)"
29223,"""Wayne, (MO)""",41.1,"38.3 - 41.8 (622)"
29225,"""Webster, (MO)""",34.8,"32.8 - 35.7 (637)"
29229,"""Wright, (MO)""",39.8,"38.3 - 41.8 (622)"
47005,"""Benton, (TN)""",45.7,"41.9 - 56.9 (624)"
47017,"""Carroll, (TN)""",42.5,"41.9 - 56.9 (624)"
47023,"""Chester, (TN)""",39,"38.3 - 41.8 (622)"
47033,"""Crockett, (TN)""",43,"41.9 - 56.9 (624)"
47039,"""Decatur, (TN)""",45.1,"41.9 - 56.9 (624)"
47043,"""Dickson, (TN)""",39.4,"38.3 - 41.8 (622)"
47045,"""Dyer, (TN)""",41.8,"38.3 - 41.8 (622)"
47047,"""Fayette, (TN)""",44.2,"41.9 - 56.9 (624)"
47053,"""Gibson, (TN)""",41.9,"41.9 - 56.9 (624)"
47069,"""Hardeman, (TN)""",46.5,"41.9 - 56.9 (624)"
47071,"""Hardin, (TN)""",44.1,"41.9 - 56.9 (624)"
47075,"""Haywood, (TN)""",48.5,"41.9 - 56.9 (624)"
47077,"""Henderson, (TN)""",42.5,"41.9 - 56.9 (624)"
47079,"""Henry, (TN)""",44.5,"41.9 - 56.9 (624)"
47081,"""Hickman, (TN)""",41.2,"38.3 - 41.8 (622)"
47083,"""Houston, (TN)""",43.2,"41.9 - 56.9 (624)"
47085,"""Humphreys, (TN)""",42.2,"41.9 - 56.9 (624)"
47095,"""Lake, (TN)""",43.9,"41.9 - 56.9 (624)"
47097,"""Lauderdale, (TN)""",47.1,"41.9 - 56.9 (624)"
47099,"""Lawrence, (TN)""",41.1,"38.3 - 41.8 (622)"
47101,"""Lewis, (TN)""",43.1,"41.9 - 56.9 (624)"
47109,"""McNairy, (TN)""",44.8,"41.9 - 56.9 (624)"
47113,"""Madison, (TN)""",43.2,"41.9 - 56.9 (624)"
47125,"""Montgomery, (TN)""",31.3,"18.7 - 32.7 (646)"
47131,"""Obion, (TN)""",44.6,"41.9 - 56.9 (624)"
47135,"""Perry, (TN)""",45,"41.9 - 56.9 (624)"
47157,"""Shelby, (TN)""",39.1,"38.3 - 41.8 (622)"
47161,"""Stewart, (TN)""",41.7,"38.3 - 41.8 (622)"
47167,"""Tipton, (TN)""",39.8,"38.3 - 41.8 (622)"
47181,"""Wayne, (TN)""",41.7,"38.3 - 41.8 (622)"
47183,"""Weakley, (TN)""",39.3,"38.3 - 41.8 (622)"
17001,"""Adams, (IL)""",35,"32.8 - 35.7 (637)"
17005,"""Bond, (IL)""",36.1,"35.8 - 38.2 (613)"
17007,"""Boone, (IL)""",33.4,"32.8 - 35.7 (637)"
17009,"""Brown, (IL)""",33.7,"32.8 - 35.7 (637)"
17011,"""Bureau, (IL)""",37.1,"35.8 - 38.2 (613)"
17013,"""Calhoun, (IL)""",38.6,"38.3 - 41.8 (622)"
17015,"""Carroll, (IL)""",38.6,"38.3 - 41.8 (622)"
17017,"""Cass, (IL)""",36.1,"35.8 - 38.2 (613)"
17019,"""Champaign, (IL)""",28.5,"18.7 - 32.7 (646)"
17021,"""Christian, (IL)""",36.4,"35.8 - 38.2 (613)"
17023,"""Clark, (IL)""",36.3,"35.8 - 38.2 (613)"
17025,"""Clay, (IL)""",37,"35.8 - 38.2 (613)"
17027,"""Clinton, (IL)""",32.8,"32.8 - 35.7 (637)"
17029,"""Coles, (IL)""",32.2,"18.7 - 32.7 (646)"
17031,"""Cook, (IL)""",31.5,"18.7 - 32.7 (646)"
17033,"""Crawford, (IL)""",36.2,"35.8 - 38.2 (613)"
17035,"""Cumberland, (IL)""",37,"35.8 - 38.2 (613)"
17037,"""DeKalb, (IL)""",27.3,"18.7 - 32.7 (646)"
17039,"""De Witt, (IL)""",35.5,"32.8 - 35.7 (637)"
17041,"""Douglas, (IL)""",36.1,"35.8 - 38.2 (613)"
17043,"""DuPage, (IL)""",31.1,"18.7 - 32.7 (646)"
17045,"""Edgar, (IL)""",37.9,"35.8 - 38.2 (613)"
17047,"""Edwards, (IL)""",37.4,"35.8 - 38.2 (613)"
17049,"""Effingham, (IL)""",34.3,"32.8 - 35.7 (637)"
17051,"""Fayette, (IL)""",37.7,"35.8 - 38.2 (613)"
17053,"""Ford, (IL)""",36.6,"35.8 - 38.2 (613)"
17057,"""Fulton, (IL)""",37.3,"35.8 - 38.2 (613)"
17061,"""Greene, (IL)""",37.3,"35.8 - 38.2 (613)"
17063,"""Grundy, (IL)""",30.5,"18.7 - 32.7 (646)"
17067,"""Hancock, (IL)""",37.9,"35.8 - 38.2 (613)"
17071,"""Henderson, (IL)""",39.9,"38.3 - 41.8 (622)"
17073,"""Henry, (IL)""",36.1,"35.8 - 38.2 (613)"
17075,"""Iroquois, (IL)""",38,"35.8 - 38.2 (613)"
17079,"""Jasper, (IL)""",36.4,"35.8 - 38.2 (613)"
17083,"""Jersey, (IL)""",34.8,"32.8 - 35.7 (637)"
17085,"""Jo Daviess, (IL)""",38.9,"38.3 - 41.8 (622)"
17089,"""Kane, (IL)""",30.4,"18.7 - 32.7 (646)"
17091,"""Kankakee, (IL)""",35.1,"32.8 - 35.7 (637)"
17093,"""Kendall, (IL)""",28.3,"18.7 - 32.7 (646)"
17095,"""Knox, (IL)""",38.9,"38.3 - 41.8 (622)"
17097,"""Lake, (IL)""",31.3,"18.7 - 32.7 (646)"
17099,"""LaSalle, (IL)""",35.2,"32.8 - 35.7 (637)"
17101,"""Lawrence, (IL)""",36.7,"35.8 - 38.2 (613)"
17103,"""Lee, (IL)""",37,"35.8 - 38.2 (613)"
17105,"""Livingston, (IL)""",36.1,"35.8 - 38.2 (613)"
17107,"""Logan, (IL)""",34.3,"32.8 - 35.7 (637)"
17109,"""McDonough, (IL)""",30.8,"18.7 - 32.7 (646)"
17111,"""McHenry, (IL)""",31.7,"18.7 - 32.7 (646)"
17113,"""McLean, (IL)""",27,"18.7 - 32.7 (646)"
17115,"""Macon, (IL)""",38,"35.8 - 38.2 (613)"
17117,"""Macoupin, (IL)""",36.4,"35.8 - 38.2 (613)"
17119,"""Madison, (IL)""",35.6,"32.8 - 35.7 (637)"
17121,"""Marion, (IL)""",37.7,"35.8 - 38.2 (613)"
17123,"""Marshall, (IL)""",37.6,"35.8 - 38.2 (613)"
17125,"""Mason, (IL)""",38.4,"38.3 - 41.8 (622)"
17129,"""Menard, (IL)""",34.9,"32.8 - 35.7 (637)"
17131,"""Mercer, (IL)""",37.3,"35.8 - 38.2 (613)"
17135,"""Montgomery, (IL)""",37.6,"35.8 - 38.2 (613)"
17137,"""Morgan, (IL)""",36.1,"35.8 - 38.2 (613)"
17139,"""Moultrie, (IL)""",35.9,"35.8 - 38.2 (613)"
17141,"""Ogle, (IL)""",35.5,"32.8 - 35.7 (637)"
17143,"""Peoria, (IL)""",35.7,"32.8 - 35.7 (637)"
17147,"""Piatt, (IL)""",34,"32.8 - 35.7 (637)"
17149,"""Pike, (IL)""",38,"35.8 - 38.2 (613)"
17155,"""Putnam, (IL)""",37.1,"35.8 - 38.2 (613)"
17159,"""Richland, (IL)""",37.7,"35.8 - 38.2 (613)"
17161,"""Rock Island, (IL)""",35.7,"32.8 - 35.7 (637)"
17163,"""St. Clair, (IL)""",37.1,"35.8 - 38.2 (613)"
17167,"""Sangamon, (IL)""",35.2,"32.8 - 35.7 (637)"
17169,"""Schuyler, (IL)""",38.9,"38.3 - 41.8 (622)"
17171,"""Scott, (IL)""",37.9,"35.8 - 38.2 (613)"
17173,"""Shelby, (IL)""",38.6,"38.3 - 41.8 (622)"
17175,"""Stark, (IL)""",37.9,"35.8 - 38.2 (613)"
17177,"""Stephenson, (IL)""",39,"38.3 - 41.8 (622)"
17179,"""Tazewell, (IL)""",33.8,"32.8 - 35.7 (637)"
17183,"""Vermilion, (IL)""",39.9,"38.3 - 41.8 (622)"
17185,"""Wabash, (IL)""",36.9,"35.8 - 38.2 (613)"
17187,"""Warren, (IL)""",35.3,"32.8 - 35.7 (637)"
17191,"""Wayne, (IL)""",38,"35.8 - 38.2 (613)"
17195,"""Whiteside, (IL)""",37,"35.8 - 38.2 (613)"
17197,"""Will, (IL)""",33.4,"32.8 - 35.7 (637)"
17201,"""Winnebago, (IL)""",36.8,"35.8 - 38.2 (613)"
17203,"""Woodford, (IL)""",33,"32.8 - 35.7 (637)"
18007,"""Benton, (IN)""",39.2,"38.3 - 41.8 (622)"
18045,"""Fountain, (IN)""",39.4,"38.3 - 41.8 (622)"
18083,"""Knox, (IN)""",36.1,"35.8 - 38.2 (613)"
18089,"""Lake, (IN)""",38.3,"38.3 - 41.8 (622)"
18111,"""Newton, (IN)""",40.4,"38.3 - 41.8 (622)"
18121,"""Parke, (IN)""",38.8,"38.3 - 41.8 (622)"
18125,"""Pike, (IN)""",39,"38.3 - 41.8 (622)"
18153,"""Sullivan, (IN)""",38.8,"38.3 - 41.8 (622)"
18165,"""Vermillion, (IN)""",39.5,"38.3 - 41.8 (622)"
18167,"""Vigo, (IN)""",35.6,"32.8 - 35.7 (637)"
18171,"""Warren, (IN)""",39.4,"38.3 - 41.8 (622)"
19005,"""Allamakee, (IA)""",37,"35.8 - 38.2 (613)"
19007,"""Appanoose, (IA)""",37.7,"35.8 - 38.2 (613)"
19011,"""Benton, (IA)""",33.6,"32.8 - 35.7 (637)"
19013,"""Black Hawk, (IA)""",30.4,"18.7 - 32.7 (646)"
19017,"""Bremer, (IA)""",30.8,"18.7 - 32.7 (646)"
19019,"""Buchanan, (IA)""",33.3,"32.8 - 35.7 (637)"
19023,"""Butler, (IA)""",35.4,"32.8 - 35.7 (637)"
19031,"""Cedar, (IA)""",32.4,"18.7 - 32.7 (646)"
19033,"""Cerro Gordo, (IA)""",35.6,"32.8 - 35.7 (637)"
19037,"""Chickasaw, (IA)""",35,"32.8 - 35.7 (637)"
19043,"""Clayton, (IA)""",37.2,"35.8 - 38.2 (613)"
19045,"""Clinton, (IA)""",35.9,"35.8 - 38.2 (613)"
19051,"""Davis, (IA)""",35.1,"32.8 - 35.7 (637)"
19055,"""Delaware, (IA)""",35.9,"35.8 - 38.2 (613)"
19057,"""Des Moines, (IA)""",35.9,"35.8 - 38.2 (613)"
19061,"""Dubuque, (IA)""",29.8,"18.7 - 32.7 (646)"
19065,"""Fayette, (IA)""",34.8,"32.8 - 35.7 (637)"
19067,"""Floyd, (IA)""",36.2,"35.8 - 38.2 (613)"
19069,"""Franklin, (IA)""",36.8,"35.8 - 38.2 (613)"
19075,"""Grundy, (IA)""",33.1,"32.8 - 35.7 (637)"
19083,"""Hardin, (IA)""",36.7,"35.8 - 38.2 (613)"
19087,"""Henry, (IA)""",33.5,"32.8 - 35.7 (637)"
19089,"""Howard, (IA)""",36.3,"35.8 - 38.2 (613)"
19095,"""Iowa, (IA)""",32.8,"32.8 - 35.7 (637)"
19097,"""Jackson, (IA)""",36.7,"35.8 - 38.2 (613)"
19099,"""Jasper, (IA)""",33.7,"32.8 - 35.7 (637)"
19101,"""Jefferson, (IA)""",32.3,"18.7 - 32.7 (646)"
19103,"""Johnson, (IA)""",24.8,"18.7 - 32.7 (646)"
19105,"""Jones, (IA)""",35.6,"32.8 - 35.7 (637)"
19107,"""Keokuk, (IA)""",36.6,"35.8 - 38.2 (613)"
19111,"""Lee, (IA)""",36.3,"35.8 - 38.2 (613)"
19113,"""Linn, (IA)""",29,"18.7 - 32.7 (646)"
19115,"""Louisa, (IA)""",34.6,"32.8 - 35.7 (637)"
19117,"""Lucas, (IA)""",37.1,"35.8 - 38.2 (613)"
19123,"""Mahaska, (IA)""",33.8,"32.8 - 35.7 (637)"
19125,"""Marion, (IA)""",30.3,"18.7 - 32.7 (646)"
19127,"""Marshall, (IA)""",34,"32.8 - 35.7 (637)"
19131,"""Mitchell, (IA)""",37.4,"35.8 - 38.2 (613)"
19135,"""Monroe, (IA)""",36.3,"35.8 - 38.2 (613)"
19139,"""Muscatine, (IA)""",32.8,"32.8 - 35.7 (637)"
19153,"""Polk, (IA)""",29.3,"18.7 - 32.7 (646)"
19157,"""Poweshiek, (IA)""",32.6,"18.7 - 32.7 (646)"
19163,"""Scott, (IA)""",32.7,"18.7 - 32.7 (646)"
19169,"""Story, (IA)""",24.1,"18.7 - 32.7 (646)"
19171,"""Tama, (IA)""",35.9,"35.8 - 38.2 (613)"
19177,"""Van Buren, (IA)""",38,"35.8 - 38.2 (613)"
19179,"""Wapello, (IA)""",35.6,"32.8 - 35.7 (637)"
19181,"""Warren, (IA)""",31.1,"18.7 - 32.7 (646)"
19183,"""Washington, (IA)""",33.7,"32.8 - 35.7 (637)"
19185,"""Wayne, (IA)""",37.8,"35.8 - 38.2 (613)"
19191,"""Winneshiek, (IA)""",30.5,"18.7 - 32.7 (646)"
19195,"""Worth, (IA)""",34,"32.8 - 35.7 (637)"
27039,"""Dodge, (MN)""",28,"18.7 - 32.7 (646)"
27045,"""Fillmore, (MN)""",32,"18.7 - 32.7 (646)"
27047,"""Freeborn, (MN)""",32.4,"18.7 - 32.7 (646)"
27049,"""Goodhue, (MN)""",30.1,"18.7 - 32.7 (646)"
27055,"""Houston, (MN)""",31.3,"18.7 - 32.7 (646)"
27099,"""Mower, (MN)""",31.3,"18.7 - 32.7 (646)"
27109,"""Olmsted, (MN)""",25.5,"18.7 - 32.7 (646)"
27131,"""Rice, (MN)""",25.8,"18.7 - 32.7 (646)"
27147,"""Steele, (MN)""",29.2,"18.7 - 32.7 (646)"
27157,"""Wabasha, (MN)""",31.7,"18.7 - 32.7 (646)"
27161,"""Waseca, (MN)""",30,"18.7 - 32.7 (646)"
27169,"""Winona, (MN)""",25.2,"18.7 - 32.7 (646)"
29001,"""Adair, (MO)""",28.4,"18.7 - 32.7 (646)"
29007,"""Audrain, (MO)""",34.7,"32.8 - 35.7 (637)"
29019,"""Boone, (MO)""",26.1,"18.7 - 32.7 (646)"
29027,"""Callaway, (MO)""",31.7,"18.7 - 32.7 (646)"
29033,"""Carroll, (MO)""",38.1,"35.8 - 38.2 (613)"
29041,"""Chariton, (MO)""",40.8,"38.3 - 41.8 (622)"
29045,"""Clark, (MO)""",37.6,"35.8 - 38.2 (613)"
29051,"""Cole, (MO)""",33.5,"32.8 - 35.7 (637)"
29053,"""Cooper, (MO)""",33.7,"32.8 - 35.7 (637)"
29071,"""Franklin, (MO)""",33.3,"32.8 - 35.7 (637)"
29073,"""Gasconade, (MO)""",37.1,"35.8 - 38.2 (613)"
29079,"""Grundy, (MO)""",37.3,"35.8 - 38.2 (613)"
29089,"""Howard, (MO)""",34.2,"32.8 - 35.7 (637)"
29103,"""Knox, (MO)""",38.2,"35.8 - 38.2 (613)"
29111,"""Lewis, (MO)""",34.5,"32.8 - 35.7 (637)"
29113,"""Lincoln, (MO)""",32.6,"18.7 - 32.7 (646)"
29115,"""Linn, (MO)""",37.7,"35.8 - 38.2 (613)"
29117,"""Livingston, (MO)""",34.7,"32.8 - 35.7 (637)"
29121,"""Macon, (MO)""",38.7,"38.3 - 41.8 (622)"
29127,"""Marion, (MO)""",34.7,"32.8 - 35.7 (637)"
29129,"""Mercer, (MO)""",39,"38.3 - 41.8 (622)"
29135,"""Moniteau, (MO)""",33.8,"32.8 - 35.7 (637)"
29137,"""Monroe, (MO)""",39.2,"38.3 - 41.8 (622)"
29139,"""Montgomery, (MO)""",38.5,"38.3 - 41.8 (622)"
29141,"""Morgan, (MO)""",41.6,"38.3 - 41.8 (622)"
29151,"""Osage, (MO)""",33.5,"32.8 - 35.7 (637)"
29159,"""Pettis, (MO)""",35.3,"32.8 - 35.7 (637)"
29163,"""Pike, (MO)""",37.1,"35.8 - 38.2 (613)"
29171,"""Putnam, (MO)""",39.4,"38.3 - 41.8 (622)"
29173,"""Ralls, (MO)""",36.6,"35.8 - 38.2 (613)"
29175,"""Randolph, (MO)""",35.8,"35.8 - 38.2 (613)"
29183,"""St. Charles, (MO)""",29.1,"18.7 - 32.7 (646)"
29189,"""St. Louis County, (MO)""",31.9,"18.7 - 32.7 (646)"
29195,"""Saline, (MO)""",36.1,"35.8 - 38.2 (613)"
29197,"""Schuyler, (MO)""",37.6,"35.8 - 38.2 (613)"
29199,"""Scotland, (MO)""",36.4,"35.8 - 38.2 (613)"
29205,"""Shelby, (MO)""",37.5,"35.8 - 38.2 (613)"
29211,"""Sullivan, (MO)""",37.2,"35.8 - 38.2 (613)"
29219,"""Warren, (MO)""",35,"32.8 - 35.7 (637)"
29510,"""St. Louis City, (MO)""",35,"32.8 - 35.7 (637)"
55001,"""Adams, (WI)""",40.3,"38.3 - 41.8 (622)"
55009,"""Brown, (WI)""",30.1,"18.7 - 32.7 (646)"
55011,"""Buffalo, (WI)""",34.6,"32.8 - 35.7 (637)"
55015,"""Calumet, (WI)""",29.1,"18.7 - 32.7 (646)"
55021,"""Columbia, (WI)""",32,"18.7 - 32.7 (646)"
55023,"""Crawford, (WI)""",36,"35.8 - 38.2 (613)"
55025,"""Dane, (WI)""",24.9,"18.7 - 32.7 (646)"
55027,"""Dodge, (WI)""",32.1,"18.7 - 32.7 (646)"
55039,"""Fond du Lac, (WI)""",32.5,"18.7 - 32.7 (646)"
55043,"""Grant, (WI)""",30,"18.7 - 32.7 (646)"
55045,"""Green, (WI)""",31.7,"18.7 - 32.7 (646)"
55047,"""Green Lake, (WI)""",35.6,"32.8 - 35.7 (637)"
55049,"""Iowa, (WI)""",32.1,"18.7 - 32.7 (646)"
55053,"""Jackson, (WI)""",34.9,"32.8 - 35.7 (637)"
55055,"""Jefferson, (WI)""",30.1,"18.7 - 32.7 (646)"
55057,"""Juneau, (WI)""",34.9,"32.8 - 35.7 (637)"
55059,"""Kenosha, (WI)""",30.5,"18.7 - 32.7 (646)"
55061,"""Kewaunee, (WI)""",33.9,"32.8 - 35.7 (637)"
55063,"""La Crosse, (WI)""",28.3,"18.7 - 32.7 (646)"
55065,"""Lafayette, (WI)""",33.8,"32.8 - 35.7 (637)"
